"회사명","공고제목","근무지역","주소","급여","근무시간","고용형태","직종","업종","경력조건","최소학력","최대학력","등록일","마감일","모집인원","모집내용","전형방법","접수방법","제출서류","담당부서","연락처","원본_근무조건"
"한결애복지센터","4등급 수암동 할머니 오전케어가능한 분","(15202)  경기도 안산시 상록구 원당골1길 4-4, 0 (수암동, 삼도빌라)","15240 경기도 안산시 단원구 선부광장1로 26, 205 (선부동, 문정프라자)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 6일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","방문 복지서비스 제공업","관계없음","학력무관","","26-07-29","채용시까지  26-09-28","","몸이 불편한 어르신댁에 직접 방문하여 하루에 3시간씩  신체활동 ,정서지원,병원동행 등 일상생활지원등의  서비스를 진행하여  어르신의  안정된 삶이 지속되도록 도움을 드리는 서비스입니다.   * 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다  주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음. * 제수당포함 13,000원","면접","방문,팩스,고용24,이메일,자사채용사이트(longcare.or.kr)","기타(채용시: 신분증.등본.자격증.건강검진결과지.범죄조회회보서 등 서류첨부)","","","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 6일 근무"
"（주）이마트","채용대행[이마트 에브리데이] 통일동산점 PT파트너...","(10861)  경기도 파주시 사슴벌레로73번길 51, 이마트에브리데이 통일동산점","04511 서울특별시 중구 세종대로7길 37 (순화동)","시급10,320원 이상 ~ 10,320원 이하,","평일 :     오전조 : 09:00 ~ 15:00 ( 휴게 시간 12:00 ~ 12:30 포함 )    중간조 : 12:00 ~ 18:00 ( 휴게 시간 15:00 ~ 15:30 포함 )        or    : 14:00 ~ 20:00 ( 휴게 시간 17:00 ~ 17:30 포함 )      저녁조 : 17:00 ~ 23:00 ( 휴게 시간 20:00 ~ 20:30 포함 )    , 주 6일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","상품 진열원(617902)","대형 마트","관계없음","학력무관","","26-07-29","채용시까지  26-09-27","","[채용대행] [ 이마트에브리데이 ] 통일동산점에서 근무하실 PT파트너 모집합니다. ( 무기계약직 )  [ 근무 장소 ]  - 점포명 : 이마트에브리데이 통일동산점   - 구인 인원 : 3명 ( 상품 진열원 / 계산원 공통 업무 )  - 점포 주소 : 경기 파주시 탄현면 사슴벌레로73번길 51    [ 공통 업무 ]   - 캐셔 / 상품 진열 / 온라인 피패킹 / 재고 관리 / 고객 응대 등   [ 근무 시간 ]   - 주 6일, 하루 5시간 30분, 휴게 30분 ( 주33시간 ) 스케쥴 근무   - 상세 시간      오전조 : 09:00 ~ 15:00 ( 휴게 시간 12:00 ~ 12:30 포함 )     중간조 : 12:00 ~ 18:00 ( 휴게 시간 15:00 ~ 15:30 포함 )        or    : 14:00 ~ 20:00 ( 휴게 시간 17:00 ~ 17:30 포함 )      저녁조 : 17:00 ~ 23:00 ( 휴게 시간 20:00 ~ 20:30 포함 )     ※ 상황에 따라 출근 및 휴게시간 상이  지원문의 : 한명숙 상담사(031-940-9782)","서류,면접","고용24,자사채용사이트(https://job.shinsegae.com/)","이력서,자기소개서","지자체 위탁 취업알선기관_경기  파주시","031-940-9782","평일 :     오전조 : 09:00 ~ 15:00 ( 휴게 시간 12:00 ~ 12:30 포함 )    중간조 : 12:00 ~ 18:00 ( 휴게 시간 15:00 ~ 15:30 포함 )        or    : 14:00 ~ 20:00 ( 휴게 시간 17:00 ~ 17:30 포함 )      저녁조 : 17:00 ~ 23:00 ( 휴게 시간 20:00 ~ 20:30 포함 )    , 주 6일 근무"
"늘푸른 방문요양센터","[은천교차로 인근 ] 3등급 남자 어르신/ 4등급...","(08719)  서울특별시 관악구 봉천로23나길 7 (봉천동)","08767 서울특별시 관악구 남부순환로 1459 (신림동)","시급10,320원 이상 ~ 10,320원 이하,","평일 :  오전 09:30~12:30/ 12:40~15:40, 주 6일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","방문 복지서비스 제공업","관계없음","학력무관","","26-07-29","채용시까지  26-09-28","","[은천교차로 인근 ] 3등급 남자 어르신(87세)/ 4등급 여자 어르신(85세). 긴시간 - 오전 09:30~12:30/ 12:40~15:40 ,주 6일 - 직무: 신체활동지원, 일상생활 지원, 개인활동 지원, 정서지원 등 - 시급: 13.200원(연차 및 주휴 수당 포함)  (아들 함께거주하나 출근함)","서류,면접","방문","이력서,기타(자격증 사본, 건강검진결과 통보서)","","02-856-0061","평일 :  오전 09:30~12:30/ 12:40~15:40, 주 6일 근무"
"서울방문간호요양센터","[성수동/4등급/할아버지/14~17시 주5일] 재...","(04788)  서울특별시 성동구 왕십리로16길 12-54, .. (성수동1가, (구)부용연립)","04784 서울특별시 성동구 뚝섬로 401-2, 331-2 일산빌딩3층 (성수동2가, 일산빌딩)","시급10,320원 이상,","평일 : -근무시간 14:00~17:00  주5일, 주 5일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","사회복지 상담서비스 제공업","관계없음","학력무관","","26-07-29","채용시까지  26-09-28","","-4등급 할아버지 방문요양  -근무시간 14:00~17:00  주5일  -시급 10,320원 (주휴수당, 연차수당 포함 13,000원)","서류,면접","방문","이력서","","02-499-7226","평일 : -근무시간 14:00~17:00  주5일, 주 5일 근무"
"민들레재가센터","[미사13단지] 4등급 할머니 재가요양보호사 모집","(12910)  경기도 하남시 아리수로 565 (망월동, 미사강변도시13단지)","05530 서울특별시 송파구 올림픽로49길 12, 민들레재가센터 (풍납동)","시급10,320원 이상,","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 5일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","요양보호사(550100)","방문 복지서비스 제공업","관계없음","학력무관","","26-07-29","채용시까지  26-09-28","","[미사13단지] 4등급 80대 할머님 재가요양보호사 케어  ㅇ부부거주(남편분 출근), 음식은 안함, 식재료 정리 후 주변정리, 일상생활 도움 듬 ㅇ근무시간 : 주5일(월~금) 09:00 ~ 12:00 ㅇ급여 : 기본시급 10,320원 + 기타수당 포함 = 시급 13,000원  ◆전화( 010-2951-7812 )상담 후 지원 ◆","면접","기타(◆전화( 010-2951-7812 )상담 후 지원◆)","기타(요양보호사 자격증, 건강검진표)","","02-488-6081","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 5일 근무"
"우리들재가복지센터","[ 화도읍 ] 4등급 할머님 재가요양보호사 구인","(12168)  경기도 남양주시 화도읍 묵현로 21-21, 104동 (예일그린빌)","12167 경기도 남양주시 화도읍 묵현로14번길 10-1","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 6일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","방문 복지서비스 제공업","관계없음","학력무관","","26-08-14","26-09-13","","- 4등급 독거할머님 일상생활지원 도움 - 9~12시 , 주6일 - 시급 13,000 원 (기본시급 10,320원 + 기타수당 포함 - 담당자: 010-9870-9199","면접","방문,기타(전화 상담 후 방문)","이력서,기타(요양보호사 자격증, 건강검진 서류(채용 후 제출))","","","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 6일 근무"
"(주)가온사랑재가복지센터","[재가요양보호사 모집] 영등포동7가 / 3등급 /...","(07247)  서울특별시 영등포구 국회대로54길 27 (영등포동7가, 근상프리즘아파트)","01852 서울특별시 노원구 동일로195길 7, 동욱빌딩 4층 (공릉동)","시급10,320원 이상 ~ 10,320원 이하,","평일 :  09:30~12:30 (30분 앞으로 조정가능) / 주5일, 주 5일 근무","기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","기타 사회서비스 관리 행정","관계없음","학력무관","","26-07-30","채용시까지  26-09-29","","직무: 3등급 남자 어르신 돌봄 - 부부거주, 거동가능, 신체지원, 가사일상지원, 정서지원 등   근무시간: 09:30~12:30 (30분 앞으로 조정가능) / 주5일  근무처: 서울특별시 영등포구 국회대로54길 27(영등포동7가, 근상프리즘아파트)  시급: 10,320원 (주휴수당 2,064원, 연차수당 594원, 기타수당 122원 별도)  * 전화지원 010-8670-8883","서류,면접","기타(* 전화지원 010-8670-8883)","이력서,기타(자격증, 건강검진확인증)","","","평일 :  09:30~12:30 (30분 앞으로 조정가능) / 주5일, 주 5일 근무"
"사랑채 재가복지센터","(단월면 명성리 ) 3등급 어르신(할아버지) 요양...","(12526)  경기도 양평군 통골길 18-11, 마을회관 인근","12515 경기도 양평군 용문면 연수로 72, 104호","시급10,320원 이상,","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 5일 근무","기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","개인 간병 및 유사 서비스업","관계없음","학력무관","","26-07-30","채용시까지  26-09-28","","*따뜻한 마음으로 어르신을 섬기실 요양보호사님을 모십니다.  1. 대 상 자 : 3등급 아버님 2. 근무시간 : 09:00~12:00 (주 5일 : 월~금) 3. 주 업 무 : 일상생활지원 및 가사지원 등 4. 근 무 지 : 단월면 명성1리 마을회관 인근(센터문의) 5. 시     급 : 10,320원+제수당=13,500원 6. 입사일 기준 최근 1년 이내 건강검진 서류 필수","서류,면접","방문,고용24,기타(*전화문의 : 031) 773-2150)","이력서,기타(1. 요양보호사 자격증 사본 1부. 2. 건강검진결과서 1부.)","","031-773-2150","평일 : (근무시간) (오전) 9시 00분 ~ (정오) 12시 00분, 주 5일 근무"
"한결방문요양센터","어르신을 위한 따뜻한 배려로 가득한 돌봄 서비스 ...","(17367)  경기도 이천시 영창로 126 (관고동)","17386 경기도 이천시 마장면 덕평로 1082, 3호","시급10,320원 이상 ~ 10,320원 이하, 면접 후 재조정 가능","평일 : (근무시간) (오후) 2시 00분 ~ (오후) 5시 00분, 주 5일 근무","기간의 정함이 없는 근로계약/ 파견근로 비희망/ 대체인력채용 비희망","요양보호사(550100)","노인 요양 복지시설 운영업","관계없음","학력무관","","26-07-30","채용시까지  26-09-28","","[모집직무] 요양보호사 최저시급+각종수당 13,100원 이상 협의 가능  [직무소개] 우리 회사는 어르신들의 건강하고 행복한 노후를 위한 돌봄 서비스를 제공하고 있습니다. 본 직무는 어르신들을 돕고, 그들의 삶의 질을 향상시키는 데 기여하는 중요한 역할을 수행합니다.  [주요업무] - 어르신들의 일상생활 지원 - 식사 및 식습관 관리 - 투약 관리 및 건강 상태 확인 - 가벼운 운동 및 취미 활동 지원 - 심리적 안정과 소통 제공","면접","방문,팩스,고용24","이력서","","","평일 : (근무시간) (오후) 2시 00분 ~ (오후) 5시 00분, 주 5일 근무"
"세종재가복지센터","4등급 여자어르신 도와드릴 요양보호사 선생님 모십...","(21679)  인천광역시 남동구 앵고개로815번길 22 (논현동, 소래휴먼시아3단지)","22230 인천광역시 미추홀구 미추홀대로 532 (주안동)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오전) 9시 30분 ~ (오후) 12시 30분, 주 6일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","노인 요양 복지시설 운영업","경력","학력무관","","26-07-29","채용시까지  26-09-28","","- 4등급 여자 어르신 케어 - 청소, 식사, 말벗, 병원 동행 - 각종수당포함시급 13,000원","면접","방문","이력서,기타(요양보호사 자격증)","","","평일 : (근무시간) (오전) 9시 30분 ~ (오후) 12시 30분, 주 6일 근무"
"그린힐홈케어","[보정동] 3등급 할머님 오전 요양보호사 구인(주...","(16905)  경기도 용인시 기흥구 용구대로2469번길 20, . (보정동, 죽전자이2차)","12747 경기도 광주시 탄벌길 108-7, 시계탑건물 (탄벌동)","시급10,320원 이상 ~ 13,100원 이하,","평일 : (근무시간) (오전) 8시 00분 ~ (오전) 11시 00분, 주 6일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","그 외 기타 보건업","관계없음","학력무관","","26-07-30","채용시까지  26-09-29","","- 3등급 할머니 : 아침식사 수발, 신체케어 - 08:00~11:00 - 시급 10,320원+연차수당+주휴수당 포함=13,100원(협의가능)","면접,기타(전화)","방문,기타(전화후 방문)","기타(자격증,신분증,건강진단서 *주민번호가 기재된 서류는 채용확정 후 제출바랍니다.)","","031-798-8663","평일 : (근무시간) (오전) 8시 00분 ~ (오전) 11시 00분, 주 6일 근무"
"가온복지센터","재가요양보호사 구인","(14102)  경기도 안양시 동안구 관평로 68, . (평촌동, 꿈마을한신아파트)","14067 경기도 안양시 동안구 시민대로 230, 1 (관양동, 평촌아크로타워)","시급10,320원 이상 ~ 13,500원 이하,","평일 : (근무시간) (오후) 5시 00분 ~ (오후) 7시 00분, 주 5일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","사회복지 상담서비스 제공업","관계없음","학력무관","","26-07-30","26-09-29","","- 4등급 남자어르신 송영(하원), 개인위생관리 - 남자요양보호사 구인 - 시급 13,500(주휴.연차.기타수당포함)","면접","방문,기타(가온복지센터(010-5024-2765)로 전화주세요)","이력서","","","평일 : (근무시간) (오후) 5시 00분 ~ (오후) 7시 00분, 주 5일 근무"
"샘솟는 방문요양","방문 요양보호사 모집합니다.","(11707)  경기도 의정부시 평화로290번길 11, 104동 (호원동, 한주1차아파트)","11785 경기도 의정부시 용민로26번길 33 (용현동, 대흥빌딩)","시급10,320원 이상 ~ 10,320원 이하,","평일 : (근무시간) (오전) 11시 00분 ~ (오후) 2시 00분, 주 5일 근무","기간의 정함이 없는 근로계약(시간(선택)제)/ 파견근로 비희망/ 대체인력채용 비희망","재가 요양보호사(550102)","방문 복지서비스 제공업","관계없음","학력무관","","26-07-29","채용시까지  26-09-28","","4등급 여자 어르신 동거인 : 딸     ■ 주요 업무 내용 1. 신체활동 지원  - 세면, 입욕, 식사 수발 및 보조  - 체위 변경, 이동 보조 및 복약 지도  2. 가사활동 지원  - 어르신 전용 취사(식사 준비)  - 어르신 생활 공간 청소 및 주변 정돈  - 어르신 의류 및 침구류 세탁  3. 일상생활 및 정서 지원  - 외출 동행 (병원 진료, 산책, 생필품 구매 등)  - 말벗 및 정서적 교감, 상태 모니터링  ■ 복리후생 및 근무조건 - 4대 보험 가입 (국민연금, 건강보험, 고용보험, 산재보험)   ※ 월 60시간 이상 근무 시 4대 보험 전액 적용 (60시간 미만 시 산재/고용보험 적용) - 퇴직금 지급 (1년 이상 근무 시)","면접","고용24","이력서,기타(건강 검진표 (취업용) // 요양보호사 자격증)","","031-852-4574","평일 : (근무시간) (오전) 11시 00분 ~ (오후) 2시 00분, 주 5일 근무"
